   Frequency       O5aStrain        O5bStrain       O5cStrain
   2.9251500e+01   1.0045099e-23   8.1973924e-24   8.0203434e-24
   2.9278500e+01   1.0085372e-23   8.2043538e-24   8.0132305e-24
   2.9305600e+01   1.0080992e-23   8.1976091e-24   8.0038662e-24
   2.9332700e+01   1.0036419e-23   8.1785298e-24   7.9925035e-24
   2.9359700e+01   9.9255470e-24   8.1392490e-24   7.9778933e-24
   2.9386900e+01   9.8591479e-24   8.1136250e-24   7.9654829e-24
   2.9414000e+01   9.7834978e-24   8.0852938e-24   7.9526881e-24
   2.9441200e+01   9.6908290e-24   8.0519139e-24   7.9390708e-24
   2.9468400e+01   9.6216061e-24   8.0257013e-24   7.9266451e-24
   2.9495600e+01   9.5382255e-24   7.9953452e-24   7.9135755e-24
   2.9522800e+01   9.4636001e-24   7.9677076e-24   7.9009731e-24
   2.9550100e+01   9.4484729e-24   7.9577711e-24   7.8912212e-24
   2.9577400e+01   9.3944936e-24   7.9363333e-24   7.8796364e-24
   2.9604700e+01   9.3653659e-24   7.9222848e-24   7.8692652e-24
   2.9632100e+01   9.3391962e-24   7.9091083e-24   7.8590267e-24
   2.9659400e+01   9.2851329e-24   7.8877516e-24   7.8475235e-24
   2.9686800e+01   9.2801377e-24   7.8808470e-24   7.8383373e-24
   2.9714300e+01   9.2983049e-24   7.8807609e-24   7.8302407e-24
   2.9741700e+01   9.3330604e-24   7.8856274e-24   7.8229948e-24
   2.9769200e+01   9.3638878e-24   7.8893606e-24   7.8155614e-24
   2.9796700e+01   9.4524470e-24   7.9103516e-24   7.8109460e-24
   2.9824200e+01   9.5576513e-24   7.9365594e-24   7.8072162e-24
   2.9851700e+01   9.6509432e-24   7.9594325e-24   7.8029852e-24
   2.9879300e+01   9.7210988e-24   7.9754546e-24   7.7976429e-24
   2.9906900e+01   9.7608831e-24   7.9823213e-24   7.7908316e-24
   2.9934500e+01   9.7889357e-24   7.9856514e-24   7.7834653e-24
   2.9962200e+01   9.8461361e-24   7.9979647e-24   7.7775715e-24
   2.9989900e+01   9.8080568e-24   7.9810164e-24   7.7668885e-24
   3.0017600e+01   9.7261262e-24   7.9506641e-24   7.7540264e-24
   3.0045300e+01   9.6623806e-24   7.9259627e-24   7.7421177e-24
   3.0073000e+01   9.5315436e-24   7.8809980e-24   7.7269232e-24
   3.0100800e+01   9.4444595e-24   7.8494602e-24   7.7139272e-24
   3.0128600e+01   9.3304329e-24   7.8099998e-24   7.6996738e-24
   3.0156500e+01   9.2806205e-24   7.7898378e-24   7.6885538e-24
   3.0184300e+01   9.1302472e-24   7.7399767e-24   7.6726833e-24
   3.0212200e+01   8.9898370e-24   7.6934343e-24   7.6573674e-24
   3.0240100e+01   8.8835143e-24   7.6571439e-24   7.6437384e-24
   3.0268000e+01   8.7768895e-24   7.6209812e-24   7.6301629e-24
   3.0296000e+01   8.7430337e-24   7.6058719e-24   7.6199511e-24
   3.0324000e+01   8.7492683e-24   7.6023040e-24   7.6116035e-24
   3.0352000e+01   8.7899884e-24   7.6086992e-24   7.6048708e-24
   3.0380000e+01   8.8222168e-24   7.6126989e-24   7.5977786e-24
   3.0408100e+01   8.8698093e-24   7.6211958e-24   7.5914045e-24
   3.0436200e+01   8.8994046e-24   7.6245188e-24   7.5842239e-24
   3.0464300e+01   8.9122053e-24   7.6229736e-24   7.5762824e-24
   3.0492400e+01   8.9089506e-24   7.6167522e-24   7.5676090e-24
   3.0520600e+01   8.8882417e-24   7.6054208e-24   7.5581054e-24
   3.0548800e+01   8.8529463e-24   7.5898471e-24   7.5479392e-24
   3.0577000e+01   8.8068613e-24   7.5711599e-24   7.5372932e-24
   3.0605200e+01   8.7771725e-24   7.5572708e-24   7.5274392e-24
   3.0633500e+01   8.7577147e-24   7.5463501e-24   7.5180552e-24
   3.0661800e+01   8.7315430e-24   7.5334965e-24   7.5083809e-24
   3.0690100e+01   8.7435814e-24   7.5317335e-24   7.5005075e-24
   3.0718500e+01   8.7662072e-24   7.5330514e-24   7.4931237e-24
   3.0746900e+01   8.7771943e-24   7.5310096e-24   7.4852208e-24
   3.0775300e+01   8.7919577e-24   7.5300896e-24   7.4775194e-24
   3.0803700e+01   8.8018919e-24   7.5277808e-24   7.4696147e-24
   3.0832100e+01   8.8015032e-24   7.5224699e-24   7.4612461e-24
   3.0860600e+01   8.7816995e-24   7.5114744e-24   7.4519536e-24
   3.0889100e+01   8.7684812e-24   7.5024155e-24   7.4429930e-24
   3.0917700e+01   8.7502642e-24   7.4918895e-24   7.4337891e-24
   3.0946200e+01   8.7256779e-24   7.4795359e-24   7.4243364e-24
   3.0974800e+01   8.7149809e-24   7.4712281e-24   7.4155292e-24
   3.1003400e+01   8.7099376e-24   7.4645797e-24   7.4070090e-24
   3.1032000e+01   8.6992918e-24   7.4563076e-24   7.3982465e-24
   3.1060700e+01   8.6713212e-24   7.4429787e-24   7.3886622e-24
   3.1089400e+01   8.6820145e-24   7.4409298e-24   7.3809158e-24
   3.1118100e+01   8.6891661e-24   7.4378654e-24   7.3730255e-24
   3.1146900e+01   8.7025463e-24   7.4366212e-24   7.3654232e-24
   3.1175600e+01   8.7317095e-24   7.4400445e-24   7.3586216e-24
   3.1204400e+01   8.7442042e-24   7.4385910e-24   7.3510264e-24
   3.1233300e+01   8.7376012e-24   7.4315230e-24   7.3425164e-24
   3.1262100e+01   8.7250246e-24   7.4227273e-24   7.3337711e-24
   3.1291000e+01   8.6877327e-24   7.4066702e-24   7.3238441e-24
   3.1319900e+01   8.6324862e-24   7.3853907e-24   7.3130930e-24
   3.1348800e+01   8.5774066e-24   7.3642177e-24   7.3023808e-24
   3.1377800e+01   8.5419736e-24   7.3487896e-24   7.2925911e-24
   3.1406800e+01   8.5082359e-24   7.3338793e-24   7.2829044e-24
   3.1435800e+01   8.4893912e-24   7.3233067e-24   7.2739357e-24
   3.1464800e+01   8.4743224e-24   7.3138402e-24   7.2651639e-24
   3.1493900e+01   8.4563498e-24   7.3035267e-24   7.2562494e-24
   3.1523000e+01   8.4452763e-24   7.2952214e-24   7.2476771e-24
   3.1552100e+01   8.4254421e-24   7.2843923e-24   7.2387172e-24
   3.1581200e+01   8.3993748e-24   7.2717758e-24   7.2294882e-24
   3.1610400e+01   8.3586508e-24   7.2549347e-24   7.2195741e-24
   3.1639600e+01   8.2977836e-24   7.2323450e-24   7.2087569e-24
   3.1668800e+01   8.2345750e-24   7.2091600e-24   7.1978662e-24
   3.1698100e+01   8.1494467e-24   7.1798115e-24   7.1859878e-24
   3.1727300e+01   8.0798874e-24   7.1550217e-24   7.1748875e-24
   3.1756600e+01   8.0294640e-24   7.1356922e-24   7.1646559e-24
   3.1786000e+01   8.0207368e-24   7.1281063e-24   7.1562909e-24
   3.1815300e+01   8.0344660e-24   7.1268710e-24   7.1489811e-24
   3.1844700e+01   8.0602022e-24   7.1290324e-24   7.1422088e-24
   3.1874100e+01   8.0960982e-24   7.1341131e-24   7.1359238e-24
   3.1903600e+01   8.1164456e-24   7.1348087e-24   7.1289341e-24
   3.1933100e+01   8.1268656e-24   7.1327053e-24   7.1215156e-24
   3.1962600e+01   8.1040935e-24   7.1211640e-24   7.1126033e-24
   3.1992100e+01   8.0850468e-24   7.1106964e-24   7.1038811e-24
   3.2021600e+01   8.0535615e-24   7.0967108e-24   7.0946138e-24
   3.2051200e+01   8.0220489e-24   7.0827231e-24   7.0853409e-24
   3.2080800e+01   7.9651630e-24   7.0615955e-24   7.0749459e-24
   3.2110400e+01   7.9089235e-24   7.0407163e-24   7.0646116e-24
   3.2140100e+01   7.8657217e-24   7.0235342e-24   7.0548635e-24
   3.2169800e+01   7.8287711e-24   7.0081373e-24   7.0454189e-24
   3.2199500e+01   7.8089316e-24   6.9975408e-24   7.0367568e-24
   3.2229200e+01   7.8161096e-24   6.9944966e-24   7.0293146e-24
   3.2259000e+01   7.8487150e-24   6.9985724e-24   7.0230018e-24
   3.2288800e+01   7.8790564e-24   7.0020620e-24   7.0166161e-24
   3.2318600e+01   7.9250620e-24   7.0100223e-24   7.0109657e-24
   3.2348500e+01   7.9748945e-24   7.0191342e-24   7.0054993e-24
   3.2378400e+01   7.9982838e-24   7.0207981e-24   6.9988605e-24
   3.2408300e+01   8.0217829e-24   7.0225276e-24   6.9922517e-24
   3.2438200e+01   8.0429009e-24   7.0236096e-24   6.9855581e-24
   3.2468200e+01   8.0622114e-24   7.0241872e-24   6.9787796e-24
   3.2498200e+01   8.0530641e-24   7.0166179e-24   6.9707075e-24
   3.2528200e+01   8.0346696e-24   7.0064063e-24   6.9622273e-24
   3.2558200e+01   8.0105361e-24   6.9945633e-24   6.9535019e-24
   3.2588300e+01   7.9700228e-24   6.9780392e-24   6.9440184e-24
   3.2618400e+01   7.9270279e-24   6.9608433e-24   6.9344457e-24
   3.2648500e+01   7.8744436e-24   6.9409654e-24   6.9244616e-24
   3.2678700e+01   7.8215455e-24   6.9210402e-24   6.9144673e-24
   3.2708900e+01   7.7755899e-24   6.9031283e-24   6.9048150e-24
   3.2739100e+01   7.7499049e-24   6.8909557e-24   6.8960991e-24
   3.2769300e+01   7.7071566e-24   6.8740140e-24   6.8866388e-24
   3.2799600e+01   7.7084289e-24   6.8694207e-24   6.8791464e-24
   3.2829900e+01   7.7147573e-24   6.8662593e-24   6.8719004e-24
   3.2860200e+01   7.7402454e-24   6.8685061e-24   6.8655371e-24
   3.2890600e+01   7.7287066e-24   6.8603289e-24   6.8575011e-24
   3.2921000e+01   7.7190785e-24   6.8526998e-24   6.8495698e-24
   3.2951400e+01   7.6416481e-24   6.8260469e-24   6.8386136e-24
   3.2981800e+01   7.6004789e-24   6.8096263e-24   6.8293127e-24
   3.3012300e+01   7.5570659e-24   6.7926029e-24   6.8199120e-24
   3.3042800e+01   7.5077450e-24   6.7739838e-24   6.8102759e-24
   3.3073300e+01   7.4842509e-24   6.7625555e-24   6.8018024e-24
   3.3103800e+01   7.4606864e-24   6.7511237e-24   6.7933453e-24
   3.3134400e+01   7.4467917e-24   6.7423606e-24   6.7853078e-24
   3.3165000e+01   7.4389224e-24   6.7352714e-24   6.7775531e-24
   3.3195600e+01   7.4588050e-24   6.7358645e-24   6.7710372e-24
   3.3226300e+01   7.4816849e-24   6.7373030e-24   6.7646524e-24
   3.3257000e+01   7.5010804e-24   6.7378054e-24   6.7581366e-24
   3.3287700e+01   7.5038622e-24   6.7337045e-24   6.7509039e-24
   3.3318500e+01   7.5038497e-24   6.7288210e-24   6.7435417e-24
   3.3349200e+01   7.4770067e-24   6.7164881e-24   6.7350283e-24
   3.3380000e+01   7.4286255e-24   6.6981805e-24   6.7255581e-24
   3.3410900e+01   7.3673031e-24   6.6763368e-24   6.7155229e-24
   3.3441700e+01   7.2868176e-24   6.6493384e-24   6.7047111e-24
   3.3472600e+01   7.2113246e-24   6.6238318e-24   6.6941381e-24
   3.3503600e+01   7.1572483e-24   6.6042378e-24   6.6845010e-24
   3.3534500e+01   7.1209503e-24   6.5895259e-24   6.6756750e-24
   3.3565500e+01   7.1139750e-24   6.5827408e-24   6.6680967e-24
   3.3596500e+01   7.1314330e-24   6.5825750e-24   6.6615807e-24
   3.3627500e+01   7.1653567e-24   6.5869096e-24   6.6557945e-24
   3.3658600e+01   7.2082327e-24   6.5937296e-24   6.6504007e-24
   3.3689700e+01   7.2730965e-24   6.6066718e-24   6.6460008e-24
   3.3720800e+01   7.3455311e-24   6.6218608e-24   6.6419839e-24
   3.3751900e+01   7.4204665e-24   6.6379260e-24   6.6381339e-24
   3.3783100e+01   7.4875132e-24   6.6519416e-24   6.6339616e-24
   3.3814300e+01   7.5455134e-24   6.6635486e-24   6.6294274e-24
   3.3845500e+01   7.5834787e-24   6.6695755e-24   6.6240174e-24
   3.3876800e+01   7.6050613e-24   6.6709775e-24   6.6178604e-24
   3.3908100e+01   7.6152322e-24   6.6691515e-24   6.6111998e-24
   3.3939400e+01   7.6087210e-24   6.6625767e-24   6.6037890e-24
   3.3970800e+01   7.5875031e-24   6.6517996e-24   6.5956955e-24
   3.4002100e+01   7.5646388e-24   6.6405822e-24   6.5875673e-24
   3.4033600e+01   7.5374027e-24   6.6281064e-24   6.5792119e-24
   3.4065000e+01   7.4904358e-24   6.6100697e-24   6.5699974e-24
   3.4096500e+01   7.4428468e-24   6.5918908e-24   6.5607578e-24
   3.4128000e+01   7.3796225e-24   6.5693679e-24   6.5508389e-24
   3.4159500e+01   7.3073310e-24   6.5444021e-24   6.5405490e-24
   3.4191000e+01   7.2158663e-24   6.5142409e-24   6.5294513e-24
   3.4222600e+01   7.1327253e-24   6.4865483e-24   6.5187529e-24
   3.4254200e+01   7.0688680e-24   6.4642857e-24   6.5089410e-24
   3.4285900e+01   7.0083616e-24   6.4430146e-24   6.4992867e-24
   3.4317500e+01   6.9647851e-24   6.4264281e-24   6.4904137e-24
   3.4349200e+01   6.9420243e-24   6.4154970e-24   6.4824334e-24
   3.4381000e+01   6.9282508e-24   6.4069952e-24   6.4748337e-24
   3.4412700e+01   6.9340037e-24   6.4037993e-24   6.4681093e-24
   3.4444500e+01   6.9468583e-24   6.4025280e-24   6.4616859e-24
   3.4476300e+01   6.9739572e-24   6.4051516e-24   6.4558968e-24
   3.4508200e+01   6.9884078e-24   6.4043495e-24   6.4495611e-24
   3.4540000e+01   6.9987473e-24   6.4024606e-24   6.4430882e-24
   3.4571900e+01   7.0122134e-24   6.4014307e-24   6.4367484e-24
   3.4603900e+01   7.0145700e-24   6.3973601e-24   6.4299212e-24
   3.4635800e+01   7.0273972e-24   6.3961903e-24   6.4235907e-24
   3.4667800e+01   7.0363474e-24   6.3939592e-24   6.4170878e-24
   3.4699900e+01   7.0530131e-24   6.3938568e-24   6.4109210e-24
   3.4731900e+01   7.0671834e-24   6.3931041e-24   6.4046856e-24
   3.4764000e+01   7.0724590e-24   6.3898963e-24   6.3980546e-24
   3.4796100e+01   7.0676848e-24   6.3839189e-24   6.3909961e-24
   3.4828200e+01   7.0590634e-24   6.3768858e-24   6.3837839e-24
   3.4860400e+01   7.0731895e-24   6.3761487e-24   6.3775743e-24
   3.4892600e+01   7.0886147e-24   6.3757943e-24   6.3714419e-24
   3.4924800e+01   7.1130042e-24   6.3779614e-24   6.3657294e-24
   3.4957100e+01   7.1247750e-24   6.3766235e-24   6.3594525e-24
   3.4989400e+01   7.1482152e-24   6.3785720e-24   6.3537190e-24
   3.5021700e+01   7.1595237e-24   6.3771482e-24   6.3474598e-24
   3.5054100e+01   7.1689431e-24   6.3751974e-24   6.3411126e-24
   3.5086400e+01   7.1603256e-24   6.3682029e-24   6.3339876e-24
   3.5118800e+01   7.1533073e-24   6.3616526e-24   6.3269301e-24
   3.5151300e+01   7.1395354e-24   6.3531991e-24   6.3195626e-24
   3.5183800e+01   7.1449839e-24   6.3501569e-24   6.3130803e-24
   3.5216300e+01   7.1524039e-24   6.3476835e-24   6.3067046e-24
   3.5248800e+01   7.1589941e-24   6.3449907e-24   6.3003086e-24
   3.5281300e+01   7.1660491e-24   6.3424433e-24   6.2939510e-24
   3.5313900e+01   7.1654261e-24   6.3377255e-24   6.2872399e-24
   3.5346600e+01   7.1543756e-24   6.3300559e-24   6.2800492e-24
   3.5379200e+01   7.1612007e-24   6.3274627e-24   6.2737099e-24
   3.5411900e+01   7.1367172e-24   6.3160126e-24   6.2659379e-24
   3.5444600e+01   7.1059034e-24   6.3027941e-24   6.2578957e-24
   3.5477300e+01   7.0467141e-24   6.2816302e-24   6.2485900e-24
   3.5510100e+01   7.0036177e-24   6.2650282e-24   6.2400174e-24
   3.5542900e+01   6.9525409e-24   6.2462484e-24   6.2311117e-24
   3.5575700e+01   6.9087790e-24   6.2295577e-24   6.2225578e-24
   3.5608600e+01   6.8758470e-24   6.2158921e-24   6.2144864e-24
   3.5641500e+01   6.8592244e-24   6.2067559e-24   6.2071547e-24
   3.5674400e+01   6.8583392e-24   6.2019782e-24   6.2005345e-24
   3.5707400e+01   6.8728893e-24   6.2014698e-24   6.1945945e-24
   3.5740300e+01   6.8928351e-24   6.2024958e-24   6.1889331e-24
   3.5773400e+01   6.9181634e-24   6.2050235e-24   6.1834929e-24
   3.5806400e+01   6.9290562e-24   6.2035692e-24   6.1774464e-24
   3.5839500e+01   6.9398401e-24   6.2020887e-24   6.1713927e-24
   3.5872600e+01   6.9486943e-24   6.2000851e-24   6.1652696e-24
   3.5905700e+01   6.9561720e-24   6.1977111e-24   6.1591013e-24
   3.5938900e+01   6.9621425e-24   6.1949148e-24   6.1528619e-24
   3.5972100e+01   6.9573638e-24   6.1891094e-24   6.1461520e-24
   3.6005300e+01   6.9399775e-24   6.1797710e-24   6.1388868e-24
   3.6038600e+01   6.9146347e-24   6.1681997e-24   6.1312587e-24
   3.6071800e+01   6.8738173e-24   6.1523338e-24   6.1229715e-24
   3.6105200e+01   6.8009497e-24   6.1275736e-24   6.1132381e-24
   3.6138500e+01   6.7196418e-24   6.1006320e-24   6.1031937e-24
   3.6171900e+01   6.6328010e-24   6.0723316e-24   6.0929381e-24
   3.6205300e+01   6.5206195e-24   6.0373723e-24   6.0816483e-24
   3.6238800e+01   6.4406134e-24   6.0113364e-24   6.0717854e-24
   3.6272200e+01   6.3889665e-24   5.9930278e-24   6.0631831e-24
   3.6305700e+01   6.3586439e-24   5.9804360e-24   6.0554833e-24
   3.6339300e+01   6.3683716e-24   5.9784975e-24   6.0494643e-24
   3.6372800e+01   6.4139105e-24   5.9861627e-24   6.0449968e-24
   3.6406400e+01   6.4666865e-24   5.9958550e-24   6.0408525e-24
   3.6440100e+01   6.5301547e-24   6.0085511e-24   6.0371890e-24
   3.6473700e+01   6.5895265e-24   6.0202929e-24   6.0334119e-24
   3.6507400e+01   6.6338204e-24   6.0280063e-24   6.0289944e-24
   3.6541100e+01   6.6589860e-24   6.0305186e-24   6.0237616e-24
   3.6574900e+01   6.6543964e-24   6.0248272e-24   6.0172124e-24
   3.6608700e+01   6.6282122e-24   6.0131869e-24   6.0097240e-24
   3.6642500e+01   6.5894845e-24   5.9981184e-24   6.0017012e-24
   3.6676300e+01   6.5379265e-24   5.9795782e-24   5.9931389e-24
   3.6710200e+01   6.4884230e-24   5.9616508e-24   5.9846742e-24
   3.6744100e+01   6.4437534e-24   5.9450951e-24   5.9764439e-24
   3.6778100e+01   6.4140979e-24   5.9326322e-24   5.9688633e-24
   3.6812000e+01   6.3935634e-24   5.9226667e-24   5.9617101e-24
   3.6846000e+01   6.3831364e-24   5.9154275e-24   5.9549871e-24
   3.6880100e+01   6.3740792e-24   5.9085535e-24   5.9483191e-24
   3.6914100e+01   6.3636435e-24   5.9013295e-24   5.9416249e-24
   3.6948200e+01   6.3582296e-24   5.8954550e-24   5.9351420e-24
   3.6982400e+01   6.3675216e-24   5.8935450e-24   5.9292865e-24
   3.7016500e+01   6.3925334e-24   5.8959212e-24   5.9241430e-24
   3.7050700e+01   6.4281652e-24   5.9012136e-24   5.9194632e-24
   3.7084900e+01   6.4635307e-24   5.9064951e-24   5.9147978e-24
   3.7119200e+01   6.4851966e-24   5.9080627e-24   5.9095382e-24
   3.7153500e+01   6.4811623e-24   5.9025981e-24   5.9031676e-24
   3.7187800e+01   6.4498966e-24   5.8896756e-24   5.8956172e-24
   3.7222100e+01   6.4072971e-24   5.8736865e-24   5.8875910e-24
   3.7256500e+01   6.3650054e-24   5.8578150e-24   5.8795826e-24
   3.7290900e+01   6.3405472e-24   5.8468199e-24   5.8723657e-24
   3.7325400e+01   6.3295803e-24   5.8394832e-24   5.8657288e-24
   3.7359900e+01   6.3305751e-24   5.8353975e-24   5.8596227e-24
   3.7394400e+01   6.3459370e-24   5.8352248e-24   5.8541534e-24
   3.7428900e+01   6.3656703e-24   5.8362668e-24   5.8488916e-24
   3.7463500e+01   6.3932910e-24   5.8394834e-24   5.8439757e-24
   3.7498100e+01   6.4146566e-24   5.8410259e-24   5.8388066e-24
   3.7532700e+01   6.4253426e-24   5.8396608e-24   5.8331859e-24
   3.7567400e+01   6.4305797e-24   5.8367994e-24   5.8273230e-24
   3.7602100e+01   6.4274928e-24   5.8316559e-24   5.8211072e-24
   3.7636800e+01   6.4240952e-24   5.8264354e-24   5.8148917e-24
   3.7671600e+01   6.4199335e-24   5.8210004e-24   5.8086390e-24
   3.7706400e+01   6.4307856e-24   5.8197180e-24   5.8030650e-24
   3.7741200e+01   6.4566085e-24   5.8225999e-24   5.7981729e-24
   3.7776100e+01   6.4959379e-24   5.8292695e-24   5.7938896e-24
   3.7811000e+01   6.5456882e-24   5.8389293e-24   5.7901050e-24
   3.7845900e+01   6.5852461e-24   5.8458195e-24   5.7858910e-24
   3.7880900e+01   6.5940892e-24   5.8440911e-24   5.7802832e-24
   3.7915800e+01   6.5647646e-24   5.8316272e-24   5.7729671e-24
   3.7950900e+01   6.5200833e-24   5.8148537e-24   5.7649381e-24
   3.7985900e+01   6.4826787e-24   5.8001749e-24   5.7572767e-24
   3.8021000e+01   6.4764978e-24   5.7942303e-24   5.7510213e-24
   3.8056100e+01   6.5015549e-24   5.7970380e-24   5.7461899e-24
   3.8091300e+01   6.5390900e-24   5.8033845e-24   5.7419299e-24
   3.8126500e+01   6.5712244e-24   5.8082692e-24   5.7374491e-24
   3.8161700e+01   6.5861715e-24   5.8083301e-24   5.7322011e-24
   3.8196900e+01   6.5860402e-24   5.8041321e-24   5.7262753e-24
   3.8232200e+01   6.5627738e-24   5.7933719e-24   5.7192828e-24
   3.8267500e+01   6.5300681e-24   5.7799601e-24   5.7118735e-24
   3.8302900e+01   6.4907798e-24   5.7647105e-24   5.7041655e-24
   3.8338300e+01   6.4520593e-24   5.7496594e-24   5.6965036e-24
   3.8373700e+01   6.4132942e-24   5.7346340e-24   5.6888597e-24
   3.8409100e+01   6.3779706e-24   5.7206064e-24   5.6813904e-24
   3.8444600e+01   6.3531693e-24   5.7095249e-24   5.6743940e-24
   3.8480100e+01   6.3591444e-24   5.7070202e-24   5.6687908e-24
   3.8515600e+01   6.3736154e-24   5.7068994e-24   5.6635841e-24
   3.8551200e+01   6.4011908e-24   5.7104582e-24   5.6589697e-24
   3.8586800e+01   6.4348071e-24   5.7157600e-24   5.6546512e-24
   3.8622500e+01   6.4728803e-24   5.7223671e-24   5.6505449e-24
   3.8658100e+01   6.4924197e-24   5.7237928e-24   5.6456280e-24
   3.8693900e+01   6.5056925e-24   5.7234427e-24   5.6404071e-24
   3.8729600e+01   6.5062214e-24   5.7194974e-24   5.6346293e-24
   3.8765400e+01   6.4992653e-24   5.7134206e-24   5.6285028e-24
   3.8801200e+01   6.4854813e-24   5.7054107e-24   5.6220741e-24
   3.8837000e+01   6.4635681e-24   5.6951023e-24   5.6152842e-24
   3.8872900e+01   6.4352663e-24   5.6829880e-24   5.6081993e-24
   3.8908800e+01   6.4019669e-24   5.6694842e-24   5.6009018e-24
   3.8944700e+01   6.3633369e-24   5.6545091e-24   5.5933793e-24
   3.8980700e+01   6.3097795e-24   5.6353794e-24   5.5851853e-24
   3.9016700e+01   6.2470600e-24   5.6137742e-24   5.5766081e-24
   3.9052800e+01   6.1719797e-24   5.5888473e-24   5.5675007e-24
   3.9088800e+01   6.1075338e-24   5.5670008e-24   5.5589210e-24
   3.9124900e+01   6.0589640e-24   5.5495856e-24   5.5510534e-24
